<ID|readonly|noverify>;<Chinese>;<max_chars>;;;;;;;;;;;;;;;;;;;
germ_sdkfz_9_flak37_1;88 毫\t米 FlaK 37 自\t行\t高\t射\t炮;;;;;;;;;;;;;;;;;;;;
germ_sdkfz_9_flak37_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_35t_shop;35(t) 坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_35t_0;35(t) 坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_35t_1;35(t) 坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_35t_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_38t_na_shop;38(t) 坦\t克 n.A. 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_38t_na_0;38(t) 坦\t克 n.A. 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_38t_na_1;38(t) 坦\t克 n.A. 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_38t_na_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_38t_ausf_F_shop;38(t) 坦\t克 F 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_38t_ausf_F_0;38(t) 坦\t克 F 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_38t_ausf_F_1;38(t) 坦\t克 F 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_38t_ausf_F_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_38t_ausf_A_shop;38(t) 坦\t克 A 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_38t_ausf_A_0;38(t) 坦\t克 A 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_38t_ausf_A_1;38(t) 坦\t克 A 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_38t_ausf_A_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_panzerwerfer_42_shop;42 式\t装\t甲\t发\t射\t器;;;;;;;;;;;;;;;;;;;;
germ_panzerwerfer_42_0;自\t行\t履\t带\t式 150 毫\t米 42 式\t装\t甲\t发\t射\t器\t（4/1 特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_panzerwerfer_42_1;42 式\t装\t甲\t发\t射\t器;;;;;;;;;;;;;;;;;;;;
germ_panzerwerfer_42_2;多\t管\t火\t箭\t炮;;;;;;;;;;;;;;;;;;;;
germ_spz_oerlikon_raketenautomat_shop;Ru 242;;;;;;;;;;;;;;;;;;;;
germ_spz_oerlikon_raketenautomat_0;轻\t型\t火\t箭\t发\t射\t器 Ru 242;;;;;;;;;;;;;;;;;;;;
germ_spz_oerlikon_raketenautomat_1;Ru 242;;;;;;;;;;;;;;;;;;;;
germ_spz_oerlikon_raketenautomat_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
germ_spz_12_3_shop;步\t兵\t战\t车 12-3 型\t/M40A1;;;;;;;;;;;;;;;;;;;;
germ_spz_12_3_0;步\t兵\t战\t车 12-3 型\t长\t轴\t型\t/M40A1;;;;;;;;;;;;;;;;;;;;
germ_spz_12_3_1;步\t兵\t战\t车 12-3 型\t/M40A1;;;;;;;;;;;;;;;;;;;;
germ_spz_12_3_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_raketenjagdpanzer_2_shop;导\t弹\t式\t歼\t击\t坦\t克 2 型;;;;;;;;;;;;;;;;;;;;
germ_raketenjagdpanzer_2_0;导\t弹\t式\t歼\t击\t坦\t克 2 型;;;;;;;;;;;;;;;;;;;;
germ_raketenjagdpanzer_2_1;导\t弹\t式\t歼\t击\t坦\t克 2 型;;;;;;;;;;;;;;;;;;;;
germ_raketenjagdpanzer_2_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
germ_raketenjagdpanzer_2_hot_shop;导\t弹\t式\t歼\t击\t坦\t克 2 型\t/\t“霍\t特”;;;;;;;;;;;;;;;;;;;;
germ_raketenjagdpanzer_2_hot_0;导\t弹\t式\t歼\t击\t坦\t克 2 型\t/\t“霍\t特”;;;;;;;;;;;;;;;;;;;;
germ_raketenjagdpanzer_2_hot_1;导\t弹\t式\t歼\t击\t坦\t克 2 型\t/\t“霍\t特”;;;;;;;;;;;;;;;;;;;;
germ_raketenjagdpanzer_2_hot_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
germ_sk105_a2_shop;▀\tSK 105 A2\t“胸\t甲\t骑\t兵”;;;;;;;;;;;;;;;;;;;;
germ_sk105_a2_0;▀\tSK 105 A2\t“胸\t甲\t骑\t兵”;;;;;;;;;;;;;;;;;;;;
germ_sk105_a2_1;▀\tSK 105 A2\t“胸\t甲\t骑\t兵”;;;;;;;;;;;;;;;;;;;;
germ_sk105_a2_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_kanonenjagdpanzer_shop;火\t炮\t式\t歼\t击\t坦\t克 4-5 型;;;;;;;;;;;;;;;;;;;;
germ_kanonenjagdpanzer_0;火\t炮\t式\t歼\t击\t坦\t克 4-5 型;;;;;;;;;;;;;;;;;;;;
germ_kanonenjagdpanzer_1;火\t炮\t式\t歼\t击\t坦\t克 4-5 型;;;;;;;;;;;;;;;;;;;;
germ_kanonenjagdpanzer_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
germ_jgdpz_38t_shop;“追\t猎\t者”\t坦\t克\t歼\t击\t车;;;;;;;;;;;;;;;;;;;;
germ_jgdpz_38t_0;38(t) 坦\t克\t歼\t击\t车\t（138/2 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_jgdpz_38t_1;“追\t猎\t者”\t坦\t克\t歼\t击\t车;;;;;;;;;;;;;;;;;;;;
germ_jgdpz_38t_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_H_shop;Ic 型\t装\t甲\t自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_H_0;二\t号\t坦\t克 901 特\t种\t底\t盘\t搭\t载 50 毫\t米 PaK 38;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_H_1;Ic 型\t装\t甲\t自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_H_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_F_shop;二\t号\t坦\t克 F 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_F_0;二\t号\t坦\t克 F 型\t（121 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_F_1;二\t号\t坦\t克 F 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_F_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_C_DAK_shop;二\t号\t坦\t克 C 型\t（非\t洲\t军\t团）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_C_DAK_0;二\t号\t坦\t克 C 型\t（121 号\t特\t种\t车\t辆）\t（非\t洲\t军\t团）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_C_DAK_1;二\t号\t坦\t克 C 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_C_DAK_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_C_shop;二\t号\t坦\t克 C 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_C_0;二\t号\t坦\t克 C 型\t（121 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_C_1;二\t号\t坦\t克 C 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_C_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_C_td_shop;二\t号\t坦\t克 C 型 (Twitch);;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_C_td_0;二\t号\t坦\t克 C 型\t（121 号\t特\t种\t车\t辆）\t（Twitch 直\t播\t掉\t落\t版）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_C_td_1;二\t号\t坦\t克 C 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_II_ausf_C_td_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_E_shop;三\t号\t坦\t克 E 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_E_0;三\t号\t坦\t克 E 型\t（141 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_E_1;三\t号\t坦\t克 E 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_E_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_E_race_shop;三\t号\t坦\t克 E 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_E_race_0;三\t号\t坦\t克 E 型\t（141 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_E_race_1;三\t号\t坦\t克 E 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_E_race_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_F_shop;三\t号\t坦\t克 F 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_F_0;三\t号\t坦\t克 F 型\t（141 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_F_1;三\t号\t坦\t克 F 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_F_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
ussr_pzkpfw_V_shop;▂\tT-V;;;;;;;;;;;;;;;;;;;;
ussr_pzkpfw_V_0;▂\t豹\t式\t坦\t克 A 型\t（T-V）;;;;;;;;;;;;;;;;;;;;
ussr_pzkpfw_V_1;▂\tT-V;;;;;;;;;;;;;;;;;;;;
ussr_pzkpfw_V_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
ussr_pzkpfw_III_ausf_J_L42_shop;▂\tT-III;;;;;;;;;;;;;;;;;;;;
ussr_pzkpfw_III_ausf_J_L42_0;▂\t三\t号\t坦\t克 J 型\t（T-III）;;;;;;;;;;;;;;;;;;;;
ussr_pzkpfw_III_ausf_J_L42_1;▂\tT-III;;;;;;;;;;;;;;;;;;;;
ussr_pzkpfw_III_ausf_J_L42_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_nbfz_VI_shop;新\t建\t造\t车\t辆;;;;;;;;;;;;;;;;;;;;
germ_nbfz_VI_0;四\t号\t新\t建\t造\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_nbfz_VI_1;新\t建\t造\t车\t辆;;;;;;;;;;;;;;;;;;;;
germ_nbfz_VI_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_B_shop;三\t号\t坦\t克 B 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_B_0;三\t号\t坦\t克 B 型\t（141 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_B_1;三\t号\t坦\t克 B 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_B_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_J_L42_shop;三\t号\t坦\t克 J 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_J_L42_0;三\t号\t坦\t克 J 型\t（141 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_J_L42_1;三\t号\t坦\t克 J 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_J_L42_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_J_shop;三\t号\t坦\t克 J1 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_J_0;三\t号\t坦\t克 J1 型\t（141 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_J_1;三\t号\t坦\t克 J1 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_J_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_L_tutorial_shop;三\t号\t坦\t克 L 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_L_tutorial_0;三\t号\t坦\t克 L 型\t（141/1 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_L_tutorial_1;三\t号\t坦\t克 L 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_L_tutorial_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_L_shop;三\t号\t坦\t克 L 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_L_0;三\t号\t坦\t克 L 型\t（141/1 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_L_1;三\t号\t坦\t克 L 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_L_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_M_shop;三\t号\t坦\t克 M 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_M_0;三\t号\t坦\t克 M 型\t（141/1 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_M_1;三\t号\t坦\t克 M 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_M_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_N_shop;三\t号\t坦\t克 N 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_N_0;三\t号\t坦\t克 N 型\t（141/2 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_N_1;三\t号\t坦\t克 N 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_III_ausf_N_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_E_shop;四\t号\t坦\t克 E 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_E_0;四\t号\t坦\t克 E 型\t（161 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_E_1;四\t号\t坦\t克 E 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_E_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_F_shop;四\t号\t坦\t克 F1 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_F_0;四\t号\t坦\t克 F1 型\t（161 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_F_1;四\t号\t坦\t克 F1 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_F_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_F2_shop;四\t号\t坦\t克 F2 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_F2_0;四\t号\t坦\t克 F2 型\t（161 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_F2_1;四\t号\t坦\t克 F2 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_F2_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_C_shop;四\t号\t坦\t克 C 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_C_0;四\t号\t坦\t克 C 型\t（161 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_C_1;四\t号\t坦\t克 C 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_C_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_G_shop;四\t号\t坦\t克 G 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_G_0;四\t号\t坦\t克 G 型\t（161/1 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_G_1;四\t号\t坦\t克 G 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_G_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_H_shop;四\t号\t坦\t克 H 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_H_0;四\t号\t坦\t克 H 型\t（161/2 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_H_1;四\t号\t坦\t克 H 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_H_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_panzerbefelhswagen_VI_P_shop;虎 (P) 式\t装\t甲\t指\t挥\t车;;;;;;;;;;;;;;;;;;;;
germ_panzerbefelhswagen_VI_P_0;虎 (P) 式\t装\t甲\t指\t挥\t车;;;;;;;;;;;;;;;;;;;;
germ_panzerbefelhswagen_VI_P_1;虎 (P) 式\t装\t甲\t指\t挥\t车;;;;;;;;;;;;;;;;;;;;
germ_panzerbefelhswagen_VI_P_2;重\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_panzerbefelhswagen_IV_ausf_J_shop;四\t号\t装\t甲\t指\t挥\t车 J 型;;;;;;;;;;;;;;;;;;;;
germ_panzerbefelhswagen_IV_ausf_J_0;四\t号\t装\t甲\t指\t挥\t车 J 型;;;;;;;;;;;;;;;;;;;;
germ_panzerbefelhswagen_IV_ausf_J_1;四\t号\t装\t甲\t指\t挥\t车;;;;;;;;;;;;;;;;;;;;
germ_panzerbefelhswagen_IV_ausf_J_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_J_shop;四\t号\t坦\t克 J 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_J_0;四\t号\t坦\t克 J 型\t（161/2 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_J_1;四\t号\t坦\t克 J 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_IV_ausf_J_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_ru251_shop;Ru 251;;;;;;;;;;;;;;;;;;;;
germ_ru251_0;侦\t查\t坦\t克 Ru 251;;;;;;;;;;;;;;;;;;;;
germ_ru251_1;Ru 251;;;;;;;;;;;;;;;;;;;;
germ_ru251_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_th_800_bismark_shop;▀\t第 3 类\t原\t型\t车;;;;;;;;;;;;;;;;;;;;
germ_th_800_bismark_0;▀\t新\t一\t代\t装\t甲\t车\t计\t划\t第 3 类\t原\t型\t车;;;;;;;;;;;;;;;;;;;;
germ_th_800_bismark_1;▀\t第 3 类\t原\t型\t车;;;;;;;;;;;;;;;;;;;;
germ_th_800_bismark_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_leopard_I_shop;“豹”\t1;;;;;;;;;;;;;;;;;;;;
germ_leopard_I_0;“豹”\t1;;;;;;;;;;;;;;;;;;;;
germ_leopard_I_1;“豹”\t1;;;;;;;;;;;;;;;;;;;;
germ_leopard_I_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_vk_3002m_shop;VK 30.02 (M);;;;;;;;;;;;;;;;;;;;
germ_vk_3002m_0;30.02 (M) 试\t验\t车;;;;;;;;;;;;;;;;;;;;
germ_vk_3002m_1;VK 30.02 (M);;;;;;;;;;;;;;;;;;;;
germ_vk_3002m_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_panther_II_shop;豹 II 式\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_panther_II_0;豹 II 式\t坦\t克\t（172 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_panther_II_1;豹 II 式\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_panther_II_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_panther_II_tutorial_shop;豹 II 式\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_panther_II_tutorial_0;豹 II 式\t坦\t克\t（172 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_panther_II_tutorial_1;豹 II 式\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_panther_II_tutorial_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_leopard_c2_mexas_shop;▀\t“豹”\tC2A1\t（MEXAS）;;;;;;;;;;;;;;;;;;;;
germ_leopard_c2_mexas_0;▀\t“豹”\tC2A1\t（模\t块\t化\t可\t扩\t展\t装\t甲\t系\t统）;;;;;;;;;;;;;;;;;;;;
germ_leopard_c2_mexas_1;▀\t“豹”\tC2A1;;;;;;;;;;;;;;;;;;;;
germ_leopard_c2_mexas_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
it_leopard_1a5_shop;⛨\t“豹”\t1A5;;;;;;;;;;;;;;;;;;;;
it_leopard_1a5_0;⛨\t“豹”\t1A5;;;;;;;;;;;;;;;;;;;;
it_leopard_1a5_1;⛨\t“豹”\t1A5;;;;;;;;;;;;;;;;;;;;
it_leopard_1a5_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_leopard_1a5_shop;“豹”\t1A5;;;;;;;;;;;;;;;;;;;;
germ_leopard_1a5_0;“豹”\t1A5;;;;;;;;;;;;;;;;;;;;
germ_leopard_1a5_1;“豹”\t1A5;;;;;;;;;;;;;;;;;;;;
germ_leopard_1a5_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_leopard_I_a1_shop;“豹”\t1A1A1;;;;;;;;;;;;;;;;;;;;
germ_leopard_I_a1_0;“豹”\t1A1A1;;;;;;;;;;;;;;;;;;;;
germ_leopard_I_a1_1;“豹”\t1A1A1;;;;;;;;;;;;;;;;;;;;
germ_leopard_I_a1_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_kv_1_kwk_40_shop;▀\t756 (r) 坦\t克;;;;;;;;;;;;;;;;;;;;
germ_kv_1_kwk_40_0;▀\t756 (r) 重\t型\t坦\t克 C 型;;;;;;;;;;;;;;;;;;;;
germ_kv_1_kwk_40_1;▀\t756 (r) 坦\t克;;;;;;;;;;;;;;;;;;;;
germ_kv_1_kwk_40_2;重\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_kv_2_754r_shop;▀\t754 (r) 坦\t克;;;;;;;;;;;;;;;;;;;;
germ_kv_2_754r_0;▀\t754 (r) 重\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_kv_2_754r_1;▀\t754 (r) 坦\t克;;;;;;;;;;;;;;;;;;;;
germ_kv_2_754r_2;重\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_kv_1B_finland_shop;▀\tKV-1B;;;;;;;;;;;;;;;;;;;;
germ_kv_1B_finland_0;▀\tKV-1B\t（Ps. 272-1）;;;;;;;;;;;;;;;;;;;;
germ_kv_1B_finland_1;▀\tKV-1B;;;;;;;;;;;;;;;;;;;;
germ_kv_1B_finland_2;重\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
us_m4a2_1944_germ_shop;▀\t748 (a) 坦\t克;;;;;;;;;;;;;;;;;;;;
us_m4a2_1944_germ_0;▀\t748 (a) 坦\t克 C 型;;;;;;;;;;;;;;;;;;;;
us_m4a2_1944_germ_1;▀\t748 (a) 坦\t克;;;;;;;;;;;;;;;;;;;;
us_m4a2_1944_germ_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_a_panther_shop;豹\t式\t坦\t克 A 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_a_panther_0;五\t号\t坦\t克 A 型\t“豹”\t（171 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_a_panther_1;豹\t式\t坦\t克 A 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_a_panther_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_g_panther_shop;豹\t式\t坦\t克 G 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_g_panther_0;五\t号\t坦\t克 G 型\t“豹”\t（171 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_g_panther_1;豹\t式\t坦\t克 G 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_g_panther_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_d_panther_shop;豹\t式\t坦\t克 D 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_d_panther_0;五\t号\t坦\t克 D 型\t“豹”\t（171 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_d_panther_1;豹\t式\t坦\t克 D 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_d_panther_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_d_panther_tutorial_shop;豹\t式\t坦\t克 D 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_d_panther_tutorial_0;五\t号\t坦\t克 D 型\t“豹”\t（171 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_d_panther_tutorial_1;豹\t式\t坦\t克 D 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_d_panther_tutorial_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_f_panther_shop;豹\t式\t坦\t克 F 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_f_panther_0;五\t号\t坦\t克 F 型\t“豹”\t（171 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_f_panther_1;豹\t式\t坦\t克 F 型;;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ausf_f_panther_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
germ_sdkfz_6_2_flak36_shop;Sd.Kfz. 6/2;;;;;;;;;;;;;;;;;;;;
germ_sdkfz_6_2_flak36_0;5 吨\t中\t型\t牵\t引\t车\t底\t盘 37 毫\t米 FlaK 36 自\t行\t高\t射\t炮\t（6/2 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
germ_sdkfz_6_2_flak36_1;Sd.Kfz. 6/2;;;;;;;;;;;;;;;;;;;;
germ_sdkfz_6_2_flak36_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
