<ID|readonly|noverify>;<Chinese>
weapons/90mm_T54_user_cannon;90 毫\t米 T54 坦\t克\t炮
weapons/90mm_T15E2_user_cannon;90 毫\t米 T15E2 坦\t克\t炮
weapons/90mm_T15E1_user_cannon;90 毫\t米 T15E1 坦\t克\t炮
weapons/90mm_M3_user_cannon;90 毫\t米 M3 坦\t克\t炮
weapons/90mm_T7_user_cannon;90 毫\t米 T7 坦\t克\t炮
weapons/90mm_M3_open_turret_user_cannon;90 毫\t米 M3 坦\t克\t炮
weapons/90mm_M3_M36B2_user_cannon;90 毫\t米 M3 坦\t克\t炮
weapons/90mm_M3_without_MB_user_cannon;90 毫\t米 M3 坦\t克\t炮
weapons/90mm_M3_open_turret_without_MB_user_cannon;90 毫\t米 M3 坦\t克\t炮
weapons/90mm_M3A1_user_cannon;90 毫\t米 M3A1 坦\t克\t炮
weapons/90mm_90_50_M3A1_user_cannon;90 毫\t米 M3A1 坦\t克\t炮
weapons/90mm_M36_user_cannon;90 毫\t米 M36 坦\t克\t炮
weapons/7_62mm_Browning_MG4_user_machinegun;7.62 毫\t米 MG 4 勃\t朗\t宁\t机\t枪
weapons/7_62mm_M1919A4_user_machinegun;7.62 毫\t米 M1919A4 勃\t朗\t宁\t机\t枪
weapons/7_62mm_SGMT_user_machinegun;7.62 毫\t米 SGMT 机\t枪
weapons/7_62mm_Maxim_user_machinegun;7.62 毫\t米\t马\t克\t沁 1910 型\t机\t枪
weapons/14_5mm_KPVT_BTR_152_user_machinegun;14.5 毫\t米 KPVT 机\t枪
weapons/14_5mm_KPVT_user_machinegun;14.5 毫\t米 KPVT 机\t枪
weapons/12_7mm_DK_user_machinegun;12.7 毫\t米 DK 机\t枪
weapons/12_7mm_DShK_user_machinegun;12.7 毫\t米\t德\t什\t卡\t机\t枪
weapons/12_7mm_Type_54_user_machinegun;12.7 毫\t米 1954 年\t式\t机\t枪
weapons/7_62mm_Type_55_user_machinegun;7.62 毫\t米 1955 年\t式\t机\t枪
weapons/7_62mm_Type_59_user_machinegun;7.62 毫\t米 1959 年\t式\t机\t枪
weapons/8mm_Gebauer_34_40M_user_machinegun;8 毫\t米 34/40M 机\t枪
weapons/8mm_Hotchkiss_Mle1914_user_machinegun;8 毫\t米\t霍\t奇\t基\t斯 Mle 1914 机\t枪
weapons/7_92mm_ZB_VZ37_user_machinegun;7.92 毫\t米 MG 37(t) 机\t枪
weapons/7_92mm_MG42_user_machinegun;7.92 毫\t米 MG 42 机\t枪
weapons/7_92mm_MG34_user_machinegun;7.92 毫\t米 MG 34 机\t枪
weapons/7_92mm_mg15_1936_naval_user_machinegun;7.92 毫\t米 MG 15 机\t枪
weapons/7_92mm_BESA_user_machinegun;7.92 毫\t米\t贝\t莎\t机\t枪
weapons/7_92mm_BESA_AA_user_machinegun;7.92 毫\t米\t贝\t莎\t机\t枪
weapons/7_92mm_MG13_Dreyse_user_machinegun;7.92 毫\t米 MG 13 德\t莱\t赛\t机\t枪
weapons/7_62mm_M73_user_machinegun;7.62 毫\t米 M73 机\t枪
weapons/7_62mm_M60D_user_machinegun;7.62 毫\t米 M60D 机\t枪
weapons/7_62mm_M240_user_machinegun;7.62 毫\t米 M240 机\t枪
weapons/7_92mm_MG3_user_machinegun;7.62 毫\t米 MG3A1 机\t枪
weapons/5_56mm_MG4_user_machinegun;5.56 毫\t米 MG4 机\t枪
weapons/churchill_flamethrower;“鳄\t鱼”\t火\t焰\t喷\t射\t器
weapons/zippo_flamethrower;M10-8 火\t焰\t喷\t射\t器
weapons/gunMG3;7.62 毫\t米 MG 3 机\t枪
weapons/7_62mm_DT_user_machinegun;7.62 毫\t米 DT 机\t枪
weapons/120mm_M58_user_cannon;120 毫\t米 M58 坦\t克\t炮
weapons/105mm_M68A1_user_cannon;105 毫\t米 M68A1 坦\t克\t炮
weapons/105mm_M68A1_IP_user_cannon;105 毫\t米 M68A1 坦\t克\t炮
weapons/12_7mm_M85_user_machinegun;12.7 毫\t米 M85 机\t枪
weapons/7_62mm_L3A1_user_machinegun;7.62 毫\t米 L3A1 机\t枪
weapons/13_2mm_Breda_mod31_user_machinegun;13.2 毫\t米\t布\t雷\t达 1931 型\t机\t枪
weapons/12_7mm_M3P_user_machinegun;12.7 毫\t米 M3P 机\t枪
weapons/12_7mm_M2_HB_user_machinegun;12.7 毫\t米 M2HB 勃\t朗\t宁\t机\t枪
weapons/12_7mm_M2_HB_user_machinegun_for_400;12.7 毫\t米 M2HB 勃\t朗\t宁\t机\t枪
weapons/12_7mm_M2_HB_user_machinegun_for_leclerc;12.7 毫\t米 CRC F1 机\t枪
weapons/12_7mm_sMG_50_user_machinegun;12.7 毫\t米 s.MG.50 机\t枪
weapons/12_7mm_Ksp_m88_user_machinegun;12.7 毫\t米 88 型\t机\t枪
weapons/7_62mm_ksp_m94_user_machinegun;7.62 毫\t米 94 型\t机\t枪
weapons/12_7mm_m2_hb_t77e1_user_machinegun;12.7 毫\t米 M2HB 勃\t朗\t宁\t机\t枪
weapons/12_7mm_M2_HB_user_machinegun_for_M15;12.7 毫\t米 M2HB 勃\t朗\t宁\t机\t枪
weapons/7_7mm_Vikkers_user_machinegun;7.7 毫\t米\t维\t克\t斯 Mk I 机\t枪
weapons/7_7mm_vickers_go_no5_naval_user_machinegun;7.7 毫\t米\t维\t克\t斯\t气\t退\t式 5 号\t机\t枪
weapons/152mm_StuH_443_r_user_cannon;152 毫\t米 StuH 443(r) 榴\t弹\t炮
weapons/20mm_KwK30_k_user_cannon;20 毫\t米 KwK 30 L/55 机\t关\t炮
weapons/20mm_TNSh_Sh_user_cannon;20 毫\t米 TNShSh 机\t关\t炮
weapons/152mm_M10Sh_user_cannon;152 毫\t米 M-10Sh 榴\t弹\t炮
weapons/45mm_KwK_user_cannon_for_PzKmpfLfr;45 毫\t米 KwK 37(r) 坦\t克\t炮
weapons/40mm_QF_2pdr_user_cannon;40 毫\t米 QF 2 磅 Mk IX 坦\t克\t炮
weapons/76mm_17pdr_QF_user_cannon;76.2 毫\t米 QF 17 磅\t坦\t克\t炮
weapons/76mm_17pdr_QF_open_turret_user_cannon;76.2 毫\t米 QF 17 磅\t坦\t克\t炮
weapons/90mm_BK_90_user_cannon;90 毫\t米 BK 90 反\t坦\t克\t炮
mass/kg;%d 千\t克
mass/lbs;%d 磅
caliber/mm;%d 毫\t米
caliber/mm_decimals;%s 毫\t米
weapons/turret_number;炮\t塔\t×%d： 
rocket/maxSpeed;最\t大\t速\t度
rocket/warhead;弹\t头\t类\t型
rocket/warhead/tandem;破\t甲\t（串\t联\t装\t药）
rocket/warhead/heat;破\t甲
rocket/warhead/he;高\t爆
rocket/warhead/aphe;半\t穿\t甲\t-\t高\t爆
rocket/warhead/ap;穿\t甲
rocket/warhead/smoke;烟\t雾
rocket/warhead/multidart;箭\t形\t弹
missile/seekerRange;锁\t定\t距\t离
missile/seekerRange/rearAspect;尾\t后\t攻\t击\t锁\t定\t距\t离
missile/seekerRange/allAspect;全\t向\t攻\t击\t锁\t定\t距\t离
missile/launchRange;作\t战\t距\t离
missile/loadFactorMax;最\t大\t过\t载
missile/loadFactorLimit;最\t大\t发\t射\t过\t载
missile/guidance;制\t导\t方\t式
missile/guidance/ir;红\t外
missile/guidance/tv;电\t视
missile/guidance/SARH;半\t主\t动\t雷\t达\t寻\t的
missile/guidance/SARH+IOG;半\t主\t动\t雷\t达\t寻\t的 + IOG
missile/guidance/SARH+IOG+DL;半\t主\t动\t雷\t达\t寻\t的 + IOG + 数\t据\t链
missile/guidance/ARH;主\t动\t雷\t达\t寻\t的
missile/guidance/ARH+IOG;主\t动\t雷\t达\t寻\t的 + IOG
missile/guidance/ARH+IOG+DL;主\t动\t雷\t达\t寻\t的 + IOG + 数\t据\t链
missile/guidance/ARH+IOG+GNSS+DL;主\t动\t雷\t达\t寻\t的 + IOG + 全\t球\t卫\t星\t导\t航\t系\t统 + 数\t据\t链
missile/guidance/laser;激\t光
missile/guidance/laser+IOG;激\t光 + IOG
missile/guidance/laser+IOG+GNSS;激\t光 + IOG + 全\t球\t卫\t星\t导\t航\t系\t统
missile/guidance/ir+IOG+GNSS;红\t外 + IOG + 全\t球\t卫\t星\t导\t航\t系\t统
missile/guidance/ir+IOG+GNSS+DL;红\t外 + IOG + 全\t球\t卫\t星\t导\t航\t系\t统 + 数\t据\t链
missile/guidance/ir+IOG+DL;红\t外 + IOG + 数\t据\t链
missile/guidance/ir+IOG;红\t外 + IOG
missile/guidance/tv+IOG;电\t视 + IOG
missile/guidance/sns;全\t球\t卫\t星\t导\t航\t系\t统
missile/guidance/mclos;人\t工\t指\t令\t瞄\t准\t线\t（MCLOS）
missile/guidance/saclos;半\t自\t动\t指\t令\t瞄\t准\t线\t（SACLOS）
missile/guidance/beamRiding;驾\t束\t制\t导
missile/aiming/beamRiding;驾\t束\t制\t导
missile/aiming/semiautomatic;半\t自\t动\t指\t令\t瞄\t准\t线\t（SACLOS）
missile/aiming/manual;人\t工\t指\t令\t瞄\t准\t线\t（MCLOS）
missile/aspect;攻\t击\t能\t力
missile/aspect/allAspect;全\t向\t攻\t击
missile/aspect/rearAspect;尾\t后\t攻\t击
missile/radarBand;波\t段
missile/radarSignal;信\t号
missile/radarSignal/pulse;脉\t冲
missile/radarSignal/pulse-doppler;脉\t冲\t多\t普\t勒
missile/radarSignal/CW;连\t续\t波
missile/shootDown;向\t下\t攻\t击
missile/shootDown/allAspects;全\t向\t攻\t击
missile/shootDown/headOnAspect;正\t向\t攻\t击
missile/irccm;红\t外\t反\t对\t抗\t措\t施
missile/eccm;电\t子\t反\t对\t抗\t措\t施
missile/timeGuidance;导\t弹\t制\t导\t时\t长
missile/timeSelfdestruction;自\t毁\t时\t限
torpedo/maxSpeedInWater;最\t大\t航\t速
torpedo/distanceToLive;射\t程
torpedo/armingDistance;引\t信\t解\t除\t保\t险\t距\t离
missile/armingDistance;引\t信\t解\t除\t保\t险\t距\t离
guidanceSystemType/header;制\t导\t方\t式
guidanceSystemType/beamRider;驾\t束\t制\t导
guidanceSystemType/semiAuto;半\t自\t动\t制\t导
guidanceSystemType/handAim;人\t工\t制\t导
sonicDamage/horAngles;水\t平\t打\t击\t范\t围
sonicDamage/verAngles;垂\t直\t打\t击\t范\t围
sonicDamage/distance;射\t程
sonicDamage/speed;传\t播\t速\t度
firingRange;射\t程
guaranteedRange;有\t效\t作\t战\t距\t离
launchRange;作\t战\t距\t离
caliber_5.56/desc;5.56 毫\t米\t机\t枪\t使\t用 %s
caliber_5.8/desc;5.8 毫\t米\t机\t枪\t使\t用 %s
caliber_6.5/desc;6.5 毫\t米\t机\t枪\t使\t用 %s
caliber_7.5/desc;7.5 毫\t米\t机\t枪\t使\t用 %s
caliber_7.62/desc;7.62 毫\t米\t机\t枪\t使\t用 %s
caliber_7.7/desc;7.7 毫\t米\t机\t枪\t使\t用 %s
caliber_7.92/desc;7.92 毫\t米\t机\t枪\t使\t用 %s
caliber_8/desc;8 毫\t米\t机\t枪\t使\t用 %s
caliber_8.6/desc;8.6 毫\t米\t机\t枪\t使\t用 %s
caliber_12.7/desc;12.7 毫\t米\t机\t枪\t使\t用 %s
caliber_13/desc;13 毫\t米\t机\t枪\t使\t用 %s
caliber_13.2/desc;13.2 毫\t米\t机\t枪\t使\t用 %s
caliber_14.5/desc;14.5 毫\t米\t机\t枪\t使\t用 %s
caliber_15/desc;15 毫\t米\t机\t枪\t（炮）\t使\t用 %s
caliber_20/desc;20 毫\t米\t炮\t使\t用 %s
caliber_25/desc;25 毫\t米\t炮\t使\t用 %s
caliber_23/desc;23 毫\t米\t炮\t使\t用 %s
caliber_27/desc;27 毫\t米\t炮\t使\t用 %s
caliber_30/desc;30 毫\t米\t炮\t使\t用 %s
caliber_35/desc;35 毫\t米\t炮\t使\t用 %s
caliber_37/desc;37 毫\t米\t炮\t使\t用 %s
caliber_40/desc;40 毫\t米\t炮\t使\t用 %s
caliber_45/desc;45 毫\t米\t炮\t使\t用 %s
caliber_47/desc;47 毫\t米\t炮\t使\t用 %s
caliber_50/desc;50 毫\t米\t炮\t使\t用 %s
caliber_57/desc;57 毫\t米\t炮\t使\t用 %s
caliber_75/desc;75 毫\t米\t炮\t使\t用 %s
caliber_76.2/desc;76 毫\t米\t炮\t使\t用 %s
caliber_85/desc;85 毫\t米\t炮\t使\t用 %s
caliber_88/desc;88 毫\t米\t炮\t使\t用 %s
caliber_100/desc;100 毫\t米\t炮\t使\t用 %s
caliber_102/desc;102 毫\t米\t炮\t使\t用 %s
caliber_105/desc;105 毫\t米\t炮\t使\t用 %s
caliber_122/desc;122 毫\t米\t炮\t使\t用 %s
caliber_128/desc;128 毫\t米\t炮\t使\t用 %s
caliber_130/desc;130 毫\t米\t炮\t使\t用 %s
caliber_152/desc;152 毫\t米\t炮\t使\t用 %s
ball/name;通\t用\t弹
ball/name/short;Ball
t_ball/name;曳\t光\t弹
t_ball/name/short;T
i_ball/name;燃\t烧\t弹
i_ball/name/short;I
ap_ball/name;穿\t甲\t弹
ap_ball/name/short;AP
ap_t_ball/name;穿\t甲\t曳\t光\t弹
ap_t_ball/name/short;AP-T
pele_t/name;增\t强\t横\t向\t效\t应\t穿\t甲\t曵\t光\t弹
pele_t/name/short;PELE-T
ap_i_ball/name;穿\t甲\t燃\t烧\t弹
ap_i_ball/name/short;API
ap_i_t_ball/name;穿\t甲\t燃\t烧\t曳\t光\t弹
ap_i_t_ball/name/short;API-T
apds_ball/name;穿\t甲\t弹\t（带\t弹\t芯）
apds_ball/name/short;AP(c)
apds_he_i_ball/name;穿\t甲\t爆\t破\t燃\t烧\t弹\t（带\t弹\t芯）
apds_he_i_ball/name/short;APDS-HEI(c)
apcr_i_ball_bs41/name;穿\t甲\t燃\t烧\t弹\t（金\t属\t陶\t瓷\t核\t心）
apcr_i_ball_bs41/name/short;API(c)
apcr_i_ball/name;穿\t甲\t燃\t烧\t弹\t（金\t属\t陶\t瓷\t核\t心）
apcr_i_ball/name/short;API(c)
he_ball/name;试\t射\t燃\t烧\t弹
he_ball/name/short;AI
he_i_ball/name;指\t示\t瞬\t间\t燃\t烧\t弹
he_i_ball/name/short;IAI
i_ball_mdz/name;指\t示\t瞬\t间\t燃\t烧\t弹
i_ball_mdz/name/short;IAI
he_i_t_ball/name;指\t示\t瞬\t间\t燃\t烧\t曳\t光\t弹
he_i_t_ball/name/short;IAI-T
he_i_fuse_ball/name;高\t爆\t燃\t烧\t弹
he_i_fuse_ball/name/short;HEI
he_frag_t_ball/name;高\t爆\t破\t片\t曳\t光\t弹
he_frag_t_ball/name/short;HEF-T
he_frag_ball/name;高\t爆\t破\t片\t弹
he_frag_ball/name/short;HEF
i_t_ball/name;燃\t烧\t曳\t光\t弹
i_t_ball/name/short;I-T
i_ball_M1/name;M1 燃\t烧\t弹
i_ball_M1/name/short;I
i_ball_M23/name;M23 燃\t烧\t弹
i_ball_M23/name/short;I
b_mk_1z/name;Mk 1Z 燃\t烧\t弹
b_mk_1z/name/short;I
t_ball_M48A2/name;M48A2 测\t距\t曳\t光\t弹
t_ball_M48A2/name/short;S
t_ball_M48A2;M48A2
ap_ball_M2/name;M2 穿\t甲\t弹
ap_ball_M2/name/short;AP
ball_M2/name;M2 通\t用\t弹
ball_M2/name/short;Ball
ap_i_t_ball_M20/name;M20 穿\t甲\t燃\t烧\t曳\t光\t弹
ap_i_t_ball_M20/name/short;API-T
ap_i_t_ball_bzt_44/name;BZT-44 穿\t甲\t燃\t烧\t曳\t光\t弹
ap_i_t_ball_bzt_44/name/short;API-T
ap_i_ball_M8/name;M8 穿\t甲\t燃\t烧\t弹
ap_i_ball_M8/name/short;API
ap_i_ball_b32/name;B-32 穿\t甲\t燃\t烧\t弹
ap_i_ball_b32/name/short;API
t_ball_M1/name;M1 曳\t光\t弹
t_ball_M1/name/short;T
t_ball_t_38/name;T-38 曳\t光\t弹
t_ball_t_38/name/short;T
ball_shell/name;训\t练\t弹
ball_shell/name/short;P
ball_t_shell/name;训\t练\t曳\t光\t弹
ball_t_shell/name/short;P-T
t_shell/name;曳\t光\t弹
t_shell/name/short;T
frag_i/name;破\t片\t燃\t烧\t弹
frag_i/name/short;FI
frag_i_t/name;破\t片\t燃\t烧\t曳\t光\t弹
frag_i_t/name/short;FI-T
i/name;燃\t烧\t弹
i/name/short;I
i_t/name;燃\t烧\t曳\t光\t弹
i_t/name/short;I-T
he_i/name;高\t爆\t燃\t烧\t弹
he_i/name/short;HEI
he_i_t/name;高\t爆\t燃\t烧\t曳\t光\t弹
he_i_t/name/short;HEI-T
he_i_mine/name;高\t爆\t燃\t烧\t弹\t（薄\t壳\t弹）
he_i_mine/name/short;HEI
he_i_t_mine/name;高\t爆\t燃\t烧\t曳\t光\t弹\t（薄\t壳\t弹）
he_i_t_mine/name/short;HEI-T
he_i_t_n_mine/name;高\t爆\t燃\t烧\t曳\t光\t弹\t（薄\t壳\t弹，\t夜\t间\t曳\t光）
he_i_t_n_mine/name/short;HEI-T
he_frag/name;高\t爆\t破\t片\t弹
he_frag/name/short;HEF
he_vt/name;榴\t弹\t（近\t炸\t引\t信）
he_vt/name/short;HE-VT
he_tf/name;榴\t弹\t（时\t间\t引\t信）
he_tf/name/short;HE-TF
he_frag_t/name;高\t爆\t破\t片\t曳\t光\t弹
he_frag_t/name/short;HEF-T
he_frag_i_t/name;高\t爆\t破\t片\t燃\t烧\t曳\t光\t弹
he_frag_i_t/name/short;HEFI-T
he_frag_i/name;高\t爆\t破\t片\t燃\t烧\t弹
he_frag_i/name/short;HEFI
sapi/name;半\t穿\t甲\t燃\t烧\t弹
sapi/name/short;SAPI
ap/name;穿\t甲\t弹
ap/name/short;AP
aphe/name;穿\t甲\t榴\t弹
aphe/name/short;APHE
aphe_t/name;穿\t甲\t高\t爆\t曳\t光\t弹
aphe_t/name/short;APHE-T
apc_t/name;被\t帽\t穿\t甲\t弹
apc_t/name/short;APC
ap_t/name;穿\t甲\t曳\t光\t弹
ap_t/name/short;AP-T
ap_i/name;穿\t甲\t燃\t烧\t弹
ap_i/name/short;API
ap_i_t/name;穿\t甲\t燃\t烧\t曳\t光\t弹
ap_i_t/name/short;API-T
apcr/name;高\t速\t穿\t甲\t弹
apcr/name/short;HVAP
apcr_t/name;高\t速\t穿\t甲\t曳\t光\t弹
apcr_t/name/short;HVAP-T
s_d/name;（自\t爆）
grenade_mp_underbarrel_launcher/name;双\t用\t途\t榴\t弹
grenade_mp_underbarrel_launcher/name/short;HEDP
he_frag_radio_fuse/name;榴\t弹\t（近\t炸\t引\t信）
he_frag_radio_fuse/name/short;HE-VT
he_frag_dist_fuse/name;榴\t弹\t（时\t间\t引\t信）
he_frag_base_fuse_tank/name;榴\t弹\t（弹\t底\t引\t信）
he_frag_base_fuse_tank/name/short;HE
he_frag_dist_fuse/name/short;HE-TF
slap/name;次\t口\t径\t轻\t装\t甲\t穿\t透\t弹
slap/name/short;SLAP
slap_t/name;次\t口\t径\t轻\t装\t甲\t穿\t透\t曵\t光\t弹
slap_t/name/short;SLAP-T
sap_tank/name;半\t穿\t甲\t弹
sap_tank/name/short;SAP
sapbc_tank/name;风\t帽\t半\t穿\t甲\t弹
sapbc_tank/name/short;SAPBC
sapcbc_tank/name;被\t帽\t风\t帽\t半\t穿\t甲\t弹
sapcbc_tank/name/short;SAPCBC
sapbc_flat_nose_tank/name;风\t帽\t平\t头\t半\t穿\t甲\t弹
sapbc_flat_nose_tank/name/short;SAPBC
common_tank/name;常\t规\t弹
common_tank/name/short;常\t规
special_common_tank/name;特\t种\t常\t规\t弹
special_common_tank/name/short;特\t种\t常\t规
s_d/name/short;*
bullet_type_separator/name;／
universal/name;%s 毫\t米\t通\t用\t弹\t链\t配\t置
universal/name/short;通\t用
ground_targets/name;%s 毫\t米\t对\t地\t弹\t链\t配\t置
ground_targets/name/short;对\t地
all_tracers/name;%s 毫\t米\t曳\t光\t弹\t链\t配\t置
all_tracers/name/short;曳\t光
stealth/name;%s 毫\t米\t匿\t踪\t弹\t链\t配\t置
stealth/name/short;匿\t踪
tracers/name;%s 毫\t米\t曳\t光\t弹\t链\t配\t置
tracers/name/short;曳\t光
tracer/name;%s 毫\t米\t曳\t光\t弹\t链\t配\t置
tracer/name/short;曳\t光
antitank/name;%s 毫\t米\t穿\t甲\t弹\t链\t配\t置
antitank/name/short;穿\t甲
armor_targets/name;%s 毫\t米\t穿\t甲\t弹\t链\t配\t置
armor_targets/name/short;穿\t甲
armor_target/name;%s 毫\t米\t反\t装\t甲\t弹\t链\t配\t置
armor_target/name/short;穿\t甲
antibomber/name;%s 毫\t米\t对\t空\t弹\t链\t配\t置
antibomber/name/short;对\t空
air_targets/name;%s 毫\t米\t对\t空\t弹\t链\t配\t置
air_targets/name/short;对\t空
air_target/name;%s 毫\t米\t对\t空\t弹\t链\t配\t置
air_target/name/short;对\t空
fighter/name;%s 毫\t米\t对\t空\t弹\t链\t配\t置
fighter/name/short;对\t空
night/name;%s 毫\t米\t夜\t战\t弹\t链\t配\t置
night/name/short;夜\t战
apit/name;%s 毫\t米 API-T 弹\t链\t配\t置
apit/name/short;API-T
apt/name;%s 毫\t米 AP-T 弹\t链\t配\t置
apt/name/short;AP-T
api_apt/name;%s 毫\t米 AP-T 与 API 弹\t链\t配\t置
api_apt/name/short;AP-T/API
heit/name;%s 毫\t米 HEFI-T 或 IAI 弹\t链\t配\t置
heit/name/short;HEIT/IAI
mix/name;%s 毫\t米\t通\t用\t弹\t链\t配\t置
mix/name/short;通\t用
turret_ap/name;自\t卫\t武\t器 %s 毫\t米\t穿\t甲\t弹\t链\t配\t置
turret_ap/name/short;穿\t甲
turret_apit/name;自\t卫\t武\t器 %s 毫\t米\t通\t用\t弹\t链\t配\t置
turret_apit/name/short;通\t用
turret_api/name;自\t卫\t武\t器 %s 毫\t米\t通\t用\t弹\t链\t配\t置
turret_api/name/short;通\t用
turret_ap_he/name;自\t卫\t武\t器 %s 毫\t米\t通\t用\t弹\t链\t配\t置
turret_ap_he/name/short;通\t用
turret_het/name;自\t卫\t武\t器 %s 毫\t米\t对\t空\t弹\t链\t配\t置
turret_het/name/short;对\t空
countermeasures_default/name;标\t准\t干\t扰\t物\t配\t置
countermeasures_default/name/short;标\t准
countermeasuresLarge_default/name;大\t口\t径\t干\t扰\t物\t配\t置
countermeasuresLarge_default/name/short;标\t准
countermeasures_launcher_chaff_only/name;仅\t干\t扰\t箔
countermeasures_launcher_chaff_only/name/short;仅\t干\t扰\t箔
countermeasures_launcher_flare_only/name;更\t多\t热\t焰\t弹
countermeasures_launcher_flare_only/name/short;更\t多\t热\t焰\t弹
countermeasures_launcher_flare_priority/name;热\t焰\t弹\t优\t先
countermeasures_launcher_flare_priority/name/short;热\t焰\t弹\t优\t先
countermeasures_launcher_chaff_priority/name;混\t合
countermeasures_launcher_chaff_priority/name/short;混\t合
countermeasures_launcher_chaff_priority_unchecked/name;混\t合
countermeasures_launcher_chaff_priority_unchecked/name/short;混\t合
countermeasures_launcher_flare_priority_unchecked/name;热\t焰\t弹\t优\t先
countermeasures_launcher_flare_priority_unchecked/name/short;热\t焰\t弹\t优\t先
countermeasures_launcher_flare_only_unchecked/name;更\t多\t热\t焰\t弹
countermeasures_launcher_flare_only_unchecked/name/short;更\t多\t热\t焰\t弹
countermeasures_launcher_chaff_only_unchecked/name;仅\t干\t扰\t箔
countermeasures_launcher_chaff_only_unchecked/name/short;仅\t干\t扰\t箔
maw_countermeasures_launcher_flare_only/name;更\t多\t热\t焰\t弹
maw_countermeasures_launcher_flare_only/name/short;更\t多\t热\t焰\t弹
maw_countermeasures_launcher_flare_priority/name;热\t焰\t弹\t优\t先
maw_countermeasures_launcher_flare_priority/name/short;热\t焰\t弹\t优\t先
maw_countermeasures_launcher_chaff_priority/name;混\t合
maw_countermeasures_launcher_chaff_priority/name/short;混\t合
maw_countermeasures_launcher_chaff_only/name;仅\t干\t扰\t箔
maw_countermeasures_launcher_chaff_only/name/short;仅\t干\t扰\t箔
maw_countermeasures_launcher_flare_only_large/name;更\t多\t热\t焰\t弹
maw_countermeasures_launcher_flare_only_large/name/short;更\t多\t热\t焰\t弹
maw_countermeasures_launcher_flare_priority_large/name;热\t焰\t弹\t优\t先
maw_countermeasures_launcher_flare_priority_large/name/short;热\t焰\t弹\t优\t先
maw_countermeasures_launcher_chaff_priority_large/name;混\t合
maw_countermeasures_launcher_chaff_priority_large/name/short;混\t合
maw_countermeasures_launcher_chaff_only_large/name;仅\t干\t扰\t箔
maw_countermeasures_launcher_chaff_only_large/name/short;仅\t干\t扰\t箔
q5_countermeasures_launcher_flare_only/name;更\t多\t热\t焰\t弹
q5_countermeasures_launcher_flare_only/name/short;更\t多\t热\t焰\t弹
q5_countermeasures_launcher_flare_priority/name;热\t焰\t弹\t优\t先
q5_countermeasures_launcher_flare_priority/name/short;热\t焰\t弹\t优\t先
q5_countermeasures_launcher_chaff_priority/name;混\t合
q5_countermeasures_launcher_chaff_priority/name/short;混\t合
q5_countermeasures_launcher_chaff_only/name;仅\t干\t扰\t箔
q5_countermeasures_launcher_chaff_only/name/short;仅\t干\t扰\t箔
fn_hmp400_lcc_countermeasures_launcher_flare_only/name;更\t多\t热\t焰\t弹
fn_hmp400_lcc_countermeasures_launcher_flare_only/name/short;更\t多\t热\t焰\t弹
fn_hmp400_lcc_countermeasures_launcher_flare_priority/name;热\t焰\t弹\t优\t先
fn_hmp400_lcc_countermeasures_launcher_flare_priority/name/short;热\t焰\t弹\t优\t先
fn_hmp400_lcc_countermeasures_launcher_chaff_priority/name;混\t合
fn_hmp400_lcc_countermeasures_launcher_chaff_priority/name/short;混\t合
fn_hmp400_lcc_countermeasures_launcher_chaff_only/name;仅\t干\t扰\t箔
fn_hmp400_lcc_countermeasures_launcher_chaff_only/name/short;仅\t干\t扰\t箔
countermeasures/desc;干\t扰\t物\t（对\t抗\t措\t施）
weapons/countermeasure_launcher;干\t扰\t物\t（对\t抗\t措\t施）
weapons/countermeasure_launcher/short;热\t焰\t弹\t／\t干\t扰\t箔
weapons/countermeasure_launcher_jet;干\t扰\t物\t（对\t抗\t措\t施）
weapons/countermeasure_launcher_jet/short;热\t焰\t弹\t／\t干\t扰\t箔
weapons/countermeasure_launcher_jet_bol_pod;干\t扰\t物\t（对\t抗\t措\t施）
weapons/countermeasure_launcher_jet_bol_pod/short;热\t焰\t弹\t／\t干\t扰\t箔
weapons/countermeasure_split_launcher_jet_bol;干\t扰\t物\t（对\t抗\t措\t施）
weapons/countermeasure_split_launcher_jet_bol/short;热\t焰\t弹\t／\t干\t扰\t箔
weapons/countermeasure_split_launcher_jet_bol_pod;干\t扰\t物\t（对\t抗\t措\t施）
weapons/countermeasure_split_launcher_jet_bol_pod/short;热\t焰\t弹\t／\t干\t扰\t箔
weapons/countermeasure_split_launcher_fn_hmp400_lcc;干\t扰\t物\t（对\t抗\t措\t施）
weapons/countermeasure_split_launcher_fn_hmp400_lcc/short;热\t焰\t弹\t／\t干\t扰\t箔
weapons/countermeasure_split_launcher_jet_add_pod;干\t扰\t物\t（对\t抗\t措\t施）
weapons/countermeasure_split_launcher_jet_add_pod/short;热\t焰\t弹\t／\t干\t扰\t箔
weapons/countermeasure_split_launcher_jet_only_chaff_large;干\t扰\t箔\t（对\t抗\t措\t施）
weapons/countermeasure_split_launcher_jet_only_chaff_large/short;干\t扰\t箔
weapons/countermeasure_split_launcher_jet_only_flare_large;热\t焰\t弹\t（对\t抗\t措\t施）
weapons/countermeasure_split_launcher_jet_only_flare_large/short;热\t焰\t弹
weapons/countermeasure_launcher_jet_bol_pod_aim9m;干\t扰\t物\t（对\t抗\t措\t施）
